"abbr","title"
"J Histochem Cytochem","Journal of Histochemistry and Cytochemistry"
"J Hologr Speckle","Journal of Holography and Speckle"
"J Hortic Sci Biotechnol","Journal of Horticultural Science and Biotechnology"
"J Hous Built Environ","Journal of Housing and the Built Environment"
"J Hum Evol","Journal of Human Evolution"
"J Hum Genet","Journal of Human Genetics"
"J Hum Hypertens","Journal of Human Hypertension"
"J Hum Nutr Diet","Journal of Human Nutrition and Dietetics"
"J Huntingtons Dis","Journal of Huntingtons Disease"
"J Hydraul Eng","Journal of Hydraulic Engineering"
"J Hydraul Res","Journal of Hydraulic Research"
"J Hydrodyn","Journal of Hydrodynamics"
"J Hydrodyn Ser B","Journal of Hydrodynamics Series B"
"J Hydroenviron Res","Journal of Hydroenvironment Research"
"J Hydroinf","Journal of Hydroinformatics"
"J Hydrol","Journal of Hydrology"
"J Hydrol Amst","Journal of Hydrology Amsterdam"
"J Hydrol Eng","Journal of Hydrologic Engineering"
"J Hydrol Hydromech","Journal Of Hydrology And Hydromechanics"
"J Hydrol Reg Stud","Journal of Hydrology Regional Studies"
"J Hydrometeorol","Journal of Hydrometeorology"
"J Hypertens","Journal of Hypertension"
"J Ichthyol","Journal of Ichthyology"
"J Illum Eng Soc","Journal of the Illuminating Engineering Society"
"J Imaging Sci Technol","Journal of Imaging Science and Technology"
"J Immunoassay Immunochem","Journal of Immunoassay and Immunochemistry"
"J Immunol","Journal of Immunology"
"J ImmunoTher Cancer","Journal for ImmunoTherapy of Cancer"
"J Inclusion Phenom Macrocyclic Chem","Journal of Inclusion Phenomena and Macrocyclic Chemistry"
"J Inclusion Phenom Mol Recognit Chem","Journal of Inclusion Phenomena and Molecular Recognition in Chemistry"
"J Ind Ecol","Journal of Industrial Ecology"
"J Ind Eng Chem","Journal of Industrial and Engineering Chemistry"
"J Ind Eng Int","Journal of Industrial Engineering International"
"J Ind Microbiol","Journal of Industrial Microbiology"
"J Ind Microbiol Biotechnol","Journal of Industrial Microbiology and Biotechnology"
"J Ind Pollut Control","Journal of Industrial Pollution Control"
"J Ind Text","Journal of Industrial Textiles"
"J Indian Acad Forensic Sci","Journal of the Indian Academy of Forensic Sciences"
"J Indian Acad Wood Sci","Journal of the Indian Academy of Wood Science"
"J Indian Chem Soc","Journal of the Indian Chemical Society"
"J Indian Counc Chem","Journal of Indian Council of Chemists"
"J Indian Fish Assoc","Journal of the Indian Fisheries Association"
"J Indian Inst Sci","Journal of the Indian Institute of Science"
"J Indian Leather Technol Assoc","Journal of the Indian Leather Technologists Association"
"J Indian Soc Remote Sens","Journal of the Indian Society of Remote Sensing"
"J Indian Soc Soil Sci","Journal of the Indian Society of Soil Science"
"J Inf Process Syst","Journal of Information Processing Systems"
"J Infect Dis","Journal of Infectious Diseases"
"J Infrared Millimeter Waves","Journal of Infrared and Millimeter Waves"
"J Infrastruct Syst","Journal of Infrastructure Systems"
"J Inland Fish","Journal of Inland Fisheries"
"J Inland Fish Soc India","Journal of the Inland Fisheries Society of India"
"J Innate Immun","Journal of Innate Immunity"
"J Innovation Digital Ecosyst","Journal of Innovation in Digital Ecosystems"
"J Innovation Knowl","Journal of Innovation and Knowledge"
"J Inorg Biochem","Journal of Inorganic Biochemistry"
"J Inorg Nucl Chem","Journal of Inorganic and Nuclear Chemistry"
"J Inorg Organomet Polym","Journal of Inorganic and Organometallic Polymers"
"J Inorg Organomet Polym Mater","Journal of Inorganic and Organometallic Polymers and Materials"
"J Insect Physiol","Journal of Insect Physiology"
"J Insect Sci","Journal of Insect Science"
"J Insects Food Feed","Journal of Insects as Food and Feed"
"J Inst Brew","Journal of the Institute of Brewing"
"J Inst Chem","Journal of Institute of Chemists India"
"J Inst Electr Eng","Journal of the Institution of Electrical Engineers"
"J Inst Electron Radio Eng","Journal of the Institution of Electronic and Radio Engineers"
"J Inst Eng India Chem Eng Div","Journal of the Institution of Engineers India Chemical Engineering Division"
"J Inst Eng India Metall Mater Eng Div","Journal of the Institution of Engineers India Metallurgical and Materials Engineering Division"
"J Inst Environ Sci","Journal of the Institute of Environment Sciences"
"J Inst Locomot Eng","Journal of the Institution of Locomotive Engineers"
"J Inst Met","Journal of the Institute of Metals"
"J Inst Pet","Journal of the Institute of Petroleum"
"J Inst Prod Eng","Journal of the Institution of Production Engineers"
"J Inst Water Environ Manage","Journal of the Institution of Water and Environment Management"
"J Instrum","Journal of Instrumentation"
"J Instrum Soc India","Journal of the Instrument Society of India"
"J Int Life Sci Res","Journal of International Life Sciences Research"
"J Int Soc Sports Nutr","Journal of the International Society of Sports Nutrition"
"J Integr Des Process Sci","Journal of Integrated Design and Process Science"
"J Integr Environ Sci","Journal of Integrative Environmental Sciences"
"J Integr Pest Manage","Journal of Integrated Pest Management"
"J Integr Plant Biol","Journal of Integrative Plant Biology"
"J Intell","Journal of Intelligence"
"J Intell Fuzzy Syst","Journal of Intelligent and Fuzzy Systems"
"J Intell Mater Syst Struct","Journal of Intelligent Material Systems and Structures"
"J Intell Rob Syst","Journal of Intelligent and Robotic Systems"
"J Intell Transp Syst Technol Plann Oper","Journal of Intelligent Transportation Systems Technology Planning and Operations"
"J Interdiscip Nanomed","Journal of Interdisciplinary Nanomedicine"
"J Interferon Cytokine Res","Journal of Interferon and Cytokine Research"
"J Interferon Res","Journal of Interferon Research"
"J Invertebr Pathol","Journal of Invertebrate Pathology"
"J Invest Clin Dent","Journal of Investigative and Clinical Dentistry"
"J Invest Dermatol","Journal of Investigative Dermatology"
"J Invest Med","Journal of Investigative Medicine"
"J Invest Med High Impact Case Rep","Journal of Investigative Medicine High Impact Case Reports"
"J Iowa Acad Sci","Journal of the Iowa Academy of Science"
"J Iran Chem Soc","Journal of the Iranian Chemical Society"
"J Iron Steel Res Int","Journal of Iron and Steel Research International"
"J Irrig Drain Eng","Journal of Irrigation and Drainage Engineering"
"J Ivoir Oceanol Limnol","Journal Ivoirien dOceanologie et de Limnologie"
"J Jpn Bot","Journal of Japanese Botany"
"J Jpn Inst Met","Journal of the Japan Institute of Metals"
"J Jpn Inst Navig","Journal of the Japan Institute of Navigation"
"J Jpn Pet Inst","Journal of the Japan Petroleum Institute"
"J Jpn Soc Biosci Biotechnol Agrochem","Journal Japan Society for Bioscience Biotechnology and Agrochemistry"
"J Kans Entomol Soc","Journal of the Kansas Entomological Society"
"J Kansai Soc Nav Archit Jpn","Journal of the Kansai Society of Naval Architects Japan"
"J Kansas Entomol Soc","Journal of the Kansas Entomological Society"
"J Kenya Chem Soc","Journal of the Kenya Chemical Society"
"J King Abdulaziz Univ Mar Sci","Journal of King Abdulaziz University Marine Sciences"
"J King Saud Univ Agric Sci","Journal of King Saud University Agricultural Sciences"
"J King Saud Univ Eng Sci","Journal of King Saud University Engineering Sciences"
"J King Saud Univ Sci","Journal of King Saud University Science"
"J Klin Endokrinolog Stoffwechsel","Journal für Klinische Endokrinologie und Stoffwechsel"
"J Korea Inst Appl Supercond Cryog Inst","Journal of the Korea Institute of Applied Superconductivity and Cryogenics"
"J Korean Ceram Soc","Journal of the Korean Ceramic Society"
"J Korean Chem Soc","Journal of the Korean Chemical Society"
"J Korean Inst Met Mater","Journal of Korean Institute of Metals and Materials"
"J Korean Nat","Journal of Korean Nature"
"J Kulturpflanz","Journal für Kulturpflanzen"
"J Lab Clin Med","Journal of Laboratory and Clinical Medicine"
"J Labelled Compd Radiopharm","Journal of Labelled Compounds and Radiopharmaceuticals"
"J Landwirtschaft","Journal für Landwirtschaft"
"J Lang Evol","Journal of Language Evolution"
"J Laser Appl","Journal of Laser Applications"
"J Laser MicroNanoeng","Journal of Laser Micronanoengineering"
"J Law Biosci","Journal of Law and the Biosciences"
"J Leather Chem Technol","Journal of Leather and Chemical Technology"
"J Leather Sci Eng","Journal of Leather Science and Engineering"
"J LessCommon Met","Journal of LessCommon Metals"
"J Leukocyte Biol","Journal of Leukocyte Biology"
"J Light Met","Journal of Light Metals"
"J Light Visual Environ","Journal of Light and Visual Environment"
"J Lightwave Technol","Journal of Lightwave Technology"
"J Linn Soc London Bot","Journal of the Linnean Society of London Botany"
"J Linn Soc London Zool","Journal of the Linnean Society of London Zoology"
"J Lipid Mediators","Journal of Lipid Mediators"
"J Lipid Mediators Cell Signalling","Journal of Lipid Mediators and Cell Signalling"
"J Lipid Res","Journal of Lipid Research"
"J Lipids","Journal of Lipids"
"J Liposome Res","Journal of Liposome Research"
"J Liq Chromatogr","Journal of Liquid Chromatography"
"J Liq Chromatogr Related Technol","Journal of Liquid Chromatography and Related Technologies"
"J Logic Comput","Journal of Logic and Computation"
"J London Math Soc","Journal of the London Mathematical Society"
"J Loss Prev Process Ind","Journal of Loss Prevention in the Process Industries"
"J Low Freq Noise Vibr Act Control","Journal of Low Frequency Noise Vibration and Active Control"
"J Low Power Electron","Journal of Low Power Electronics"
"J Low Temp Phys","Journal of Low Temperature Physics"
"J Lubr Technol","Journal of Lubrication Technology"
"J Lumin","Journal of Luminescence"
"J Macromol Sci Part A Pure Appl Chem","Journal of Macromolecular Science Part A Pure and Applied Chemistry"
"J Macromol Sci Part B Phys","Journal of Macromolecular Science Part B Physics"
"J Macromol Sci Phys","Journal of Macromolecular Science Physics"
"J Macromol Sci Polym Rev","Journal of Macromolecular Science Polymer Reviews"
"J Macromol Sci Pure Appl Chem","Journal of Macromolecular Science Pure and Applied Chemistry"
"J Macromol Sci Rev Macromol Chem Phys","Journal of Macromolecular Science Reviews in Macromolecular Chemistry and Physics"
"J Magn Magn Mater","Journal of Magnetism and Magnetic Materials"
"J Magn Reson","Journal of Magnetic Resonance"
"J Magn Reson Imaging","Journal of Magnetic Resonance Imaging"
"J Magn Reson Ser A","Journal of Magnetic Resonance Series A"
"J Magn Reson Ser B","Journal of Magnetic Resonance Series B"
"J Magnesium Alloys","Journal of Magnesium and Alloys"
"J Malacol Soc Aust","Journal of the Malacological Society of Australia"
"J Mamm","Journal of Mammal Research"
"J Manage Eng","Journal of Management in Engineering"
"J Manuf Processes","Journal of Manufacturing Processes"
"J Manuf Sci Eng","Journal of Manufacturing Science and Engineering"
"J Manuf Syst","Journal of Manufacturing Systems"
"J Maps","Journal of Maps"
"J Mar Biol","Journal of Marine Biology"
"J Mar Biol Ass India","Journal of the Marine Biological Association of India"
"J Mar Biol Ass U K","Journal of the Marine Biological Association of the United Kingdom"
"J Mar Biol Assoc U K","Journal of the Marine Biological Association of the UK"
"J Mar Biotechnol","Journal of Marine Biotechnology"
"J Mar Res","Journal of Marine Research"
"J Mar Sci Appl","Journal of Marine Science and Application"
"J Mar Sci Technol","Journal of Marine Science and Technology"
"J Mar Syst","Journal of Marine Systems"
"J Mass Spectrom","Journal of Mass Spectrometry"
"J Mater Chem","Journal of Materials Chemistry"
"J Mater Chem A","Journal of Materials Chemistry A"
"J Mater Chem B","Journal of Materials Chemistry B"
"J Mater Chem C","Journal of Materials Chemistry C"
"J Mater Civ Eng","Journal of Materials in Civil Engineering"
"J Mater Cycles Waste Manage","Journal of Material Cycles and Waste Management"
"J Mater Educ","Journal of Materials Education"
"J Mater Energy Syst","Journal of Materials for Energy Systems"
"J Mater Eng","Journal of Materials Engineering"
"J Mater Eng Perform","Journal of Materials Engineering and Performance"
"J Mater Environ Sci","Journal of Materials and Environmental Science"
"J Mater Process Manuf Sci","Journal of Materials Processing and Manufacturing Science"
"J Mater Process Technol","Journal of Materials Processing Technology"
"J Mater Res","Journal of Materials Research"
"J Mater Res Technol","Journal of Materials Research and Technology"
"J Mater Sci","Journal of Materials Science"
"J Mater Sci Mater Electron","Journal of Materials Science Materials in Electronics"
"J Mater Sci Mater Med","Journal of Materials Science Materials in Medicine"
"J Mater Sci Eng","Journal of Materials Science and Engineering"
"J Mater Sci Lett","Journal of Materials Science Letters"
"J Mater Sci Technol","Journal of Materials Science and Technology"
"J Mater Shaping Technol","Journal of Materials Shaping Technology"
"J Mater Synth Process","Journal of Materials Synthesis and Processing"
"J Materiomics","Journal of Materiomics"
"J Math","Journal of Mathematics"
"J Math Chem","Journal of Mathematical Chemistry"
"J Math Fluid Mech","Journal of Mathematical Fluid Mechanics"
"J Math Imaging Vision","Journal of Mathematical Imaging and Vision"
"J Math Neurosci","Journal of Mathematical Neuroscience"
"J Math Phys","Journal of Mathematical Physics"
"J Mech Behav Biomed Mater","Journal of the Mechanical Behavior of Biomedical Materials"
"J Mech Des","Journal of Mechanical Design"
"J Mech Eng Sci","Journal of Mechanical Engineering Science"
"J Mech Phys Solids","Journal of the Mechanics and Physics of Solids"
"J Mech Rob","Journal of Mechanisms and Robotics"
"J Mech Sci Technol","Journal of Mechanical Science and Technology"
"J Med Case Rep","Journal of Medical Case Reports"
"J Med Chem","Journal of Medicinal Chemistry"
"J Med Devices","Journal of Medical Devices"
"J Med Eng Technol","Journal of Medical Engineering and Technology"
"J Med Entomol","Journal of Medical Entomology"
"J Med Food","Journal of Medicinal Food"
"J Med Genet","Journal of Medical Genetics"
"J Med Hypotheses Ideas","Journal of Medical Hypotheses and Ideas"
"J Med Imaging","Journal of Medical Imaging"
"J Med Internet Res","Journal of Medical Internet Research"
"J Med Microbiol","Journal of Medical Microbiology"
