"author","year","title","container","publisher","doi","url","File","ID","journal_disam","container_match_journal","pub_match_journal","container_match_agency","author_match_agency","pub_match_agency","container_match_conf","pub_match_conf","container_match_agency_p","author_match_agency_p","pub_match_agency_p","training_input","class","classification"
"Ayers, RS; Westcot, DW; Bartow, JA","1985","Water Quality for Agriculture Food and Agriculture Organization of the United Nations","Map Showing Tertiary Stratigraphy and Structure of the",NA,NA,"http://www.fao.org/docrep/003/T0234E/T0234E00.htm#TOC","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","327","Map Showing Tertiary Stratigraphy and Structure of the",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Map Showing Tertiary Stratigraphy and Structure of the","unsure","keras"
"Bartow, JA","1991","The Cenozoic Evolution of the San Joaquin Valley","California USGS Professional Paper 1501 USGS California Code of Regulations",NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","329","California USGS Professional Paper 1501 USGS California Code of Regulations",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"California USGS Professional Paper 1501 USGS California Code of Regulations","agency","keras"
"Survey, California Geological","2010","Fault Activity Map of California",NA,NA,NA,"http://maps.conservation.ca.gov/cgs/fam/","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","330",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Survey, California Geological","agency","keras"
"California Water Boards","2018",NA,NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","331",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"California Water Boards","unsure","keras"
"RWQCB, Central Valley","2011","Order No R520110006 Soil Remediation Waste Discharge Requirements for Track Four Inc",NA,NA,NA,"https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/PFOA_PFOS.html, https://www.waterboards.ca.gov/rwqcb5/board_decisions/adopted_orders/merced/r5-2011-0006.pdf","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","332",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"RWQCB, Central Valley","unsure","keras"
"RWQCB, Central Valley","2016","The Water Quality Control Plan Basin Plan",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","333",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"RWQCB, Central Valley","unsure","keras"
"City of Livingston","2016",NA,NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","334",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"City of Livingston","unsure","keras"
"City of Merced","2017",NA,NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","335",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"City of Merced","unsure","keras"
NA,"2011","Merced Vision 2030 General Plan",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","336",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"Merced Vision 2030 General Plan","unsure","keras"
"City of Merced",NA,"Code of Ordinances Chapter 812 Water Wells",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","337",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"City of Merced","unsure","keras"
"County of Madera","2016","Chowchilla Subbasin Modified Boundary Description",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","338",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"County of Madera","unsure","keras"
"Davis, GH; Green, JH; Olmsted, FH; Brown, DW","1959","GroundWater Conditions and Storage Capacity in the San Joaquin Valley California USGS Water Supply Paper 1469","USGS DWR Californias Groundwater Bulletin",NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","339","USGS DWR Californias Groundwater Bulletin",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"USGS DWR Californias Groundwater Bulletin","unsure","keras"
"DWR","2004","Bulletin 118 San Joaquin Valley Groundwater Basin Merced Subbasin",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","340",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"DWR","unsure","keras"
"DWR & DWR","2010","Groundwater Elevation Monitoring Guidelines Best Management Practices for the Sustainable Management of Groundwater Water Budget",NA,NA,NA,"https://water.ca.gov//media/DWR-Website/Web-Pages/Programs/Groundwater-Management/CASGEM/Files/CASGEM-DWRGW-Guidelines-Final-121510.pdf","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","341",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"DWR & DWR","delete","keras"
"DWR","2016","Best Management Practices for the Sustainable Management of Groundwater Monitoring Networks and Identification of Data Gaps",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","342",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"DWR","unsure","keras"
"DWR & DWR","2016","Groundwater Sustainability Plan GSP Annotated Outline",NA,NA,NA,"https://www.water.ca.gov/-/media/DWR-Website/Web-Pages/Programs/GroundwaterManagement/Sustainable-Groundwater-Management/Groundwater-Sustainability-Agencies/Files/GSAFrequently-Asked-Questions.pdf","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","343",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"DWR & DWR","delete","keras"
"DWR","2016","Preparation Checklist for GSP Submittal",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","344",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"DWR","unsure","keras"
"DWR","2017","Best Management Practices for the Sustainable Management of Groundwater Sustainable Management Criteria Draft",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","345",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"DWR","unsure","keras"
"DWR & DWR","2017","California Aqueduct Subsidence Study Chronological Reconstructed Sacramento and San Joaquin Valley Water Year Hydrologic Classifications Indices",NA,NA,NA,"https://water.ca.gov/LegacyFiles/groundwater/docs/Aqueduct_Subsidence_Study-FINAL-2017.pdf, http://cdec.water.ca.gov/reportapp/javareports?name=WSIHIST","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","346",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"DWR & DWR","delete","keras"
"DWR & DWR","2018","SGMA Climate Change Resources SGMA Data Viewer","DWR California Data Exchange Center",NA,NA,"https://data.cnra.ca.gov/dataset/sgma-climatechange-resources, https://sgma.water.ca.gov/webgis/?appid=SGMADataViewer, https://cdec.water.ca.gov/","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","347","DWR California Data Exchange Center",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"DWR California Data Exchange Center","unsure","keras"
"Elam, T","2012","The San Joaquin Valley Through Time","Retrieved from Buena Viesta Museum of Natural History and Science",NA,NA,"http://www.sharktoothhill.org/index.cfm?fuseaction=news_full_view&news_id=7","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","348","Retrieved from Buena Viesta Museum of Natural History and Science",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Retrieved from Buena Viesta Museum of Natural History and Science","unsure","keras"
"ESJWQC","2015","Groundwater Quality Trend Monitoring Workplan Phase I Monitoring Design Approach",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","350",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"ESJWQC","unsure","keras"
"ESJWQC","2016","Groundwater Quality Trend Monitoring Program Phase II Preliminary Determination of Specific Wells for GQTM",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","351",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"ESJWQC","unsure","keras"
"ESJWQC","2018","Groundwater Quality Trend Monitoring Workplan Phase III",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","352",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"ESJWQC","unsure","keras"
"FERC","2015","East San Joaquin Water Quality Coalition Final Environemntal Impact Statement for Hydropower Licenses 0259",NA,NA,NA,"https://www.waterboards.ca.gov/centralvalley/water_issues/irrigated_lands/water_quality/coalitions_submitt","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","353",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"FERC","unsure","keras"
"Luhdorff; Engineers, Scalmanini Consulting","2016","Region 5 Updated Groundwater Quality Analysis and High Resolution Mapping for",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","354",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Luhdorff; Engineers, Scalmanini Consulting","unsure","keras"
"Madera County","1995",NA,NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","355",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Madera County","delete","keras"
NA,"2014","Merced Area Groundwater Pool Interests MAGPI CASGEM Monitoring Plan",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","356",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"Merced Area Groundwater Pool Interests MAGPI CASGEM Monitoring Plan","unsure","keras"
"Merced County","2013",NA,NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","357",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Merced County","unsure","keras"
"Merced County","2015","Well Construction Destruction Mining and Export ApplicationPermit User Guide",NA,NA,NA,"http://www.co.merced.ca.us/DocumentCenter/View/10905","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","358",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Merced County","unsure","keras"
"Merced County",NA,NA,NA,NA,NA,"http://www.qcode.us/codes/mercedcounty/view.php?topic=9-9_28&frames=on","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","360",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Merced County","unsure","keras"
"GSA, Merced Subbasin; MIUGSA","2017",NA,NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","361",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"GSA, Merced Subbasin; MIUGSA","unsure","keras"
"GSA, Merced Subbasin; MIUGSA","2018","Notification of Intent to Develop a Groundwater Sustainability Plan for Merced Subbasin",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","362",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"GSA, Merced Subbasin; MIUGSA","unsure","keras"
"MID","2013","Agricultural Water Management Plan",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","363",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"MID","unsure","keras"
"MID & MIUGSA","2016","Agricultural Water Management Plan",NA,NA,NA,"http://www.water.ca.gov/wateruseefficiency/sb7/docs/2016/Merced%20ID%202015%20AWMP.pdf","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","364",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"MID & MIUGSA","delete","keras"
"Environmental, MLJ","2019","Quality Assurance Project Plan for Groundwater Monitoring by the ESJWQC in Compliance with the Central Valley Monitoring Collaborative QAPrP",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","365",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Environmental, MLJ","unsure","keras"
"Moran, T; Belin, A","2019","A Guide to Water Quality Requirements Under the Sustainable Groundwater Management Act",NA,NA,NA,"https://purl.stanford.edu/dw122nb4780","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","366",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Moran, T; Belin, A","delete","keras"
"MSGSA","2016",NA,NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","367",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"MSGSA","unsure","keras"
"Pacific Municipal Consultants","2000","City of Atwater General Plan",NA,NA,NA,"http://www.atwater.org/dept_communitydevelopment.html#5","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","368",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Pacific Municipal Consultants","unsure","keras"
"Page, RW","1977","Appraisal of GroundWater Conditions in Merced California and Vicinity",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","369",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Page, RW","delete","keras"
"Page, RW","1986","Geology of the Fresh GroundWater Basin of the Central Valley","California with Texture Maps and Sections USGS Professional Paper 1401c",NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","370","California with Texture Maps and Sections USGS Professional Paper 1401c",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"California with Texture Maps and Sections USGS Professional Paper 1401c","agency","keras"
"Page, RW; Balding, GO","1973","Geology and Quality of Water in the ModestoMerced Area San Joaquin Valley California with a Brief Section on Hydrology",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","371",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Page, RW; Balding, GO","delete","keras"
"Knopf, Quad; Inc","1999",NA,NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","372",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Knopf, Quad; Inc","delete","keras"
"Rantz, S","1982","Measurement and Computation of Streamflow",NA,NA,NA,"https://pubs.usgs.gov/wsp/wsp2175/pdf/WSP2175_vol1a.pdf","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","373",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Rantz, S","delete","keras"
"Rantz, S; Reclamation","1982","Measurement and Computation of Streamflow Volume 2 Computation of Discharge",NA,NA,NA,"https://pubs.usgs.gov/wsp/wsp2175/pdf/WSP2175_vol2a.pdf","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","374",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Rantz, S; Reclamation","unsure","keras"
"Water, RMC; Environment","2013","Merced Integrated Regional Water Management Plan",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","375",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Water, RMC; Environment","journal","keras"
"Water, RMC; Environment","2013","Groundwater Recharge Feasibility Study Part of MIRWMP",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","376",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Water, RMC; Environment","journal","keras"
"Water, RMC; Environment","2015","Creating and Opportunity Groundwater Recharge Through Winter Flooding of Agricultural Land in the",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","377",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Water, RMC; Environment","journal","keras"
"SWRCB GeoTracker",NA,NA,NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","378",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"SWRCB GeoTracker","delete","keras"
"SWRCB","2006","CCR Title 22 Division 4 Chapter 15 Article 16 Secondary Water Standards",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","379",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"SWRCB","unsure","keras"
"SWRCB & SWRCB","2017","Groundwater Information Sheet Hexavalent Chromium Maximum Contaminant Levels and Regulatory Dates for Drinking Water US EPA vs California",NA,NA,NA,"https://www.waterboards.ca.gov/gama/docs/coc_hexchromcr6.pdf, https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/documents/ccr/MCLsEPAvsDWP2018-10-02.pdf","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","380",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"SWRCB & SWRCB","delete","keras"
"USGS; Wilde, F; Woodard; Curran","2017","Central Valley Extensometer Data Excel National Field Manual for the Collection of WaterQuality Data Merced Basin Groundwater Sustainability Stakeholder Engagement Strategy",NA,NA,NA,"https://ca.water.usgs.gov/land_subsidence/california-subsidence-measuring.html, https://water.usgs.gov/owq/FieldManual/compiled/NFM_complete.pdf","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","381",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"USGS; Wilde, F; Woodard; Curran","unsure","keras"
"Woodard & Curran","2018",NA,NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","382",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Woodard & Curran","delete","keras"
"Woodard & Curran","2019",NA,NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","383",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Woodard & Curran","delete","keras"
"GSP, Paso Robles Subbasin","2019",NA,NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/paso_gsp.json","384",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"GSP, Paso Robles Subbasin","delete","keras"
NA,"2002","Figure 48 Geologic Section CC Source Modified from Fugro Paso Robles Subbasin GSP 13 2019 Figure 49","Geologic Section GG Source Modified from Fugro 2005 Paso Robles Subbasin GSP 13 2019 Figure 410 Geologic Section HH",NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/paso_gsp.json","385","Geologic Section GG Source Modified from Fugro 2005 Paso Robles Subbasin GSP November 13 2019 Figure 410 Geologic Section HH",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"Geologic Section GG Source Modified from Fugro 2005 Paso Robles Subbasin GSP 13 2019 Figure 410 Geologic Section HH","delete","keras"
"American Society of Farm Managers; Rural Appraisers; California Chapter","2018","Trends in Agricultural Land and Lease Values California and Nevada","Outlook 2018 Agribusiness Conference",NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/paso_gsp.json","386","Outlook 2018 Agribusiness Conference",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Outlook 2018 Agribusiness Conference","delete","keras"
"Barlow, PM; Leake, SA","2012","Streamflow Depletion by Wells Understanding and Managing the Effects of Groundwater Pumping on Streamflow",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/paso_gsp.json","387",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Barlow, PM; Leake, SA","delete","keras"
"Carollo","2017","RMC Water and Environment Water Systems Consulting Inc Paso Robles Groundwater Basin Supplemental Supply Options Feasibility Study",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/paso_gsp.json","388",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Carollo","unsure","keras"
"West Yost Associates Carollo; Fugro West; Cleath; Environmental Science Associates Associates","2012",NA,NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/paso_gsp.json","389",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"West Yost Associates Carollo; Fugro West; Cleath; Environmental Science Associates Associates","agency","keras"
